framenumber,cam0_frame,cam0_sysclock,cam2_frame,cam2_sysclock
21834,21834.0,778544.0,21834,739542
21835,21835.0,778578.0,21835,739574
21836,21836.0,778608.0,21836,739607
21837,21837.0,778641.0,21837,739639
21838,21838.0,778675.0,21838,739671
21839,21839.0,778708.0,21839,739703
21840,21840.0,778743.0,21840,739734
21841,21841.0,778777.0,21841,739767
21842,21842.0,778808.0,21842,739799
21843,21843.0,778842.0,21843,739831
21844,21844.0,778875.0,21844,739862
21845,21845.0,778909.0,21845,739909
21846,21846.0,778942.0,21846,739941
21847,21847.0,778975.0,21847,739973
21848,21848.0,779010.0,21848,740005
21849,21849.0,779044.0,21849,740038
21850,21850.0,779075.0,21850,740071
21851,21851.0,779110.0,21851,740103
21852,21852.0,779142.0,21852,740134
21853,21853.0,779175.0,21853,740166
21854,21854.0,779208.0,21854,740197
21855,21855.0,779241.0,21855,740230
21856,21856.0,779275.0,21856,740279
21857,21857.0,779308.0,21857,740310
21858,21858.0,779342.0,21858,740341
21859,21859.0,779375.0,21859,740373
21860,21860.0,779410.0,21860,740406
21861,21861.0,779444.0,21861,740438
21862,21862.0,779475.0,21862,740471
21863,21863.0,779510.0,21863,740502
21864,21864.0,779543.0,21864,740534
21865,21865.0,779575.0,21865,740567
21866,21866.0,779609.0,21866,740598
21867,21867.0,779643.0,21867,740630
21868,21868.0,779676.0,21868,740677
21869,21869.0,779712.0,21869,740709
21870,21870.0,779744.0,21870,740741
21871,21871.0,779777.0,21871,740773
21872,21872.0,779808.0,21872,740805
21873,21873.0,779842.0,21873,740837
21874,21874.0,779876.0,21874,740870
21875,21875.0,779910.0,21875,740902
21876,21876.0,779942.0,21876,740934
21877,21877.0,779976.0,21877,740967
21878,21878.0,780010.0,21878,740999
21879,21879.0,780045.0,21879,741045
21880,21880.0,780078.0,21880,741077
21881,21881.0,780110.0,21881,741109
21882,21882.0,780142.0,21882,741142
21883,21883.0,780175.0,21883,741173
21884,21884.0,780209.0,21884,741206
21885,21885.0,780243.0,21885,741239
21886,21886.0,780275.0,21886,741271
21887,21887.0,780309.0,21887,741302
21888,21888.0,780343.0,21888,741333
21889,21889.0,780377.0,21889,741365
21890,21890.0,780410.0,21890,741413
21891,21891.0,780445.0,21891,741446
21892,21892.0,780478.0,21892,741478
21893,21893.0,780509.0,21893,741510
21894,21894.0,780542.0,21894,741543
21895,21895.0,780575.0,21895,741574
21896,21896.0,780609.0,21896,741605
21897,21897.0,780643.0,21897,741637
21898,21898.0,780676.0,21898,741670
21899,21899.0,780710.0,21899,741702
21900,21900.0,780743.0,21900,741734
21901,21901.0,780776.0,21901,741767
21902,21902.0,780809.0,21902,741814
21903,21903.0,780843.0,21903,741846
21904,21904.0,780876.0,21904,741878
21905,21905.0,780911.0,21905,741911
21906,21906.0,780943.0,21906,741943
21907,21907.0,780976.0,21907,741975
21908,21908.0,781010.0,21908,742006
21909,21909.0,781043.0,21909,742038
21910,21910.0,781079.0,21910,742070
21911,21911.0,781110.0,21911,742101
21912,21912.0,781143.0,21912,742133
21913,21913.0,781176.0,21913,742183
21914,21914.0,781210.0,21914,742214
21915,21915.0,781244.0,21915,742246
21916,21916.0,781279.0,21916,742278
21917,21917.0,781311.0,21917,742309
21918,21918.0,781345.0,21918,742342
21919,21919.0,781376.0,21919,742374
21920,21920.0,781409.0,21920,742406
21921,21921.0,781443.0,21921,742438
21922,21922.0,781477.0,21922,742470
21923,21923.0,781510.0,21923,742502
21924,21924.0,781544.0,21924,742534
21925,21925.0,781577.0,21925,742581
21926,21926.0,781609.0,21926,742613
21927,21927.0,781643.0,21927,742646
21928,21928.0,781677.0,21928,742678
21929,21929.0,781710.0,21929,742710
21930,21930.0,781744.0,21930,742742
21931,21931.0,781777.0,21931,742774
21932,21932.0,781811.0,21932,742806
21933,21933.0,781844.0,21933,742838
21934,21934.0,781876.0,21934,742869
21935,21935.0,781910.0,21935,742902
21936,21936.0,781944.0,21936,742950
21937,21937.0,781978.0,21937,742981
21938,21938.0,782013.0,21938,743014
21939,21939.0,782045.0,21939,743045
21940,21940.0,782077.0,21940,743077
21941,21941.0,782112.0,21941,743110
21942,21942.0,782144.0,21942,743142
21943,21943.0,782178.0,21943,743175
21944,21944.0,782212.0,21944,743207
21945,21945.0,782244.0,21945,743238
21946,21946.0,782276.0,21946,743269
21947,21947.0,782311.0,21947,743301
21948,21948.0,782344.0,21948,743349
21949,21949.0,782380.0,21949,743381
21950,21950.0,782411.0,21950,743413
21951,21951.0,782446.0,21951,743445
21952,21952.0,782479.0,21952,743477
21953,21953.0,782510.0,21953,743509
21954,21954.0,782546.0,21954,743542
21955,21955.0,782579.0,21955,743573
21956,21956.0,782612.0,21956,743605
21957,21957.0,782646.0,21957,743637
21958,21958.0,782682.0,21958,743669
21959,21959.0,782714.0,21959,743717
21960,21960.0,782746.0,21960,743750
21961,21961.0,782780.0,21961,743782
21962,21962.0,782813.0,21962,743814
21963,21963.0,782846.0,21963,743847
21964,21964.0,782879.0,21964,743878
21965,21965.0,782911.0,21965,743910
21966,21966.0,782944.0,21966,743942
21967,21967.0,782978.0,21967,743973
21968,21968.0,783011.0,21968,744005
21969,21969.0,783045.0,21969,744037
21970,21970.0,783077.0,21970,744085
21971,21971.0,783111.0,21971,744117
21972,21972.0,783144.0,21972,744149
21973,21973.0,783177.0,21973,744182
21974,21974.0,783211.0,21974,744213
21975,21975.0,783244.0,21975,744245
21976,21976.0,783278.0,21976,744277
21977,21977.0,783311.0,21977,744309
21978,21978.0,783344.0,21978,744341
21979,21979.0,783377.0,21979,744373
21980,21980.0,783414.0,21980,744407
21981,21981.0,783446.0,21981,744438
21982,21982.0,783479.0,21982,744485
21983,21983.0,783513.0,21983,744517
21984,21984.0,783547.0,21984,744549
21985,21985.0,783580.0,21985,744582
21986,21986.0,783612.0,21986,744613
21987,21987.0,783645.0,21987,744645
21988,21988.0,783679.0,21988,744677
21989,21989.0,783712.0,21989,744709
21990,21990.0,783744.0,21990,744743
21991,21991.0,783778.0,21991,744775
21992,21992.0,783811.0,21992,744807
21993,21993.0,783844.0,21993,744854
21994,21994.0,783878.0,21994,744885
21995,21995.0,783911.0,21995,744918
21996,21996.0,783944.0,21996,744950
21997,21997.0,783978.0,21997,744982
21998,21998.0,784011.0,21998,745015
21999,21999.0,784044.0,21999,745047
22000,22000.0,784078.0,22000,745078
22001,22001.0,784112.0,22001,745109
22002,22002.0,784146.0,22002,745142
22003,22003.0,784179.0,22003,745175
22004,22004.0,784211.0,22004,745207
22005,22005.0,784245.0,22005,745255
22006,22006.0,784278.0,22006,745286
22007,22007.0,784312.0,22007,745318
22008,22008.0,784345.0,22008,745350
22009,22009.0,784378.0,22009,745382
22010,22010.0,784411.0,22010,745413
22011,22011.0,784445.0,22011,745445
22012,22012.0,784478.0,22012,745478
22013,22013.0,784512.0,22013,745510
22014,22014.0,784545.0,22014,745543
22015,22015.0,784579.0,22015,745574
22016,22016.0,784615.0,22016,745621
22017,22017.0,784647.0,22017,745653
22018,22018.0,784680.0,22018,745686
22019,22019.0,784714.0,22019,745718
22020,22020.0,784747.0,22020,745750
22021,22021.0,784779.0,22021,745782
22022,22022.0,784811.0,22022,745813
22023,22023.0,784847.0,22023,745845
22024,22024.0,784881.0,22024,745878
22025,22025.0,784912.0,22025,745910
22026,22026.0,784946.0,22026,745943
22027,22027.0,784978.0,22027,745991
22028,22028.0,785011.0,22028,746023
22029,22029.0,785045.0,22029,746053
22030,22030.0,785079.0,22030,746085
22031,22031.0,785112.0,22031,746117
22032,22032.0,785145.0,22032,746149
22033,22033.0,785182.0,22033,746181
22034,22034.0,785214.0,22034,746214
22035,22035.0,785248.0,22035,746246
22036,22036.0,785279.0,22036,746278
22037,22037.0,785313.0,22037,746310
22038,22038.0,785345.0,22038,746342
22039,22039.0,785378.0,22039,746389
22040,22040.0,785411.0,22040,746421
22041,22041.0,785445.0,22041,746453
22042,22042.0,785478.0,22042,746486
22043,22043.0,785512.0,22043,746518
22044,22044.0,785546.0,22044,746550
22045,22045.0,785581.0,22045,746582
22046,22046.0,785613.0,22046,746614
22047,22047.0,785645.0,22047,746646
22048,22048.0,785683.0,22048,746678
22049,22049.0,785715.0,22049,746711
22050,22050.0,785746.0,22050,746757
22051,22051.0,785778.0,22051,746789
22052,22052.0,785812.0,22052,746821
22053,22053.0,785846.0,22053,746853
22054,22054.0,785879.0,22054,746886
22055,22055.0,785913.0,22055,746917
22056,22056.0,785945.0,22056,746949
22057,22057.0,785979.0,22057,746982
22058,22058.0,786012.0,22058,747013
22059,22059.0,786046.0,22059,747045
22060,22060.0,786081.0,22060,747077
22061,22061.0,786113.0,22061,747109
22062,22062.0,786149.0,22062,747159
22063,22063.0,786182.0,22063,747190
22064,22064.0,786215.0,22064,747221
22065,22065.0,786249.0,22065,747253
22066,22066.0,786282.0,22066,747286
22067,22067.0,786312.0,22067,747318
22068,22068.0,786345.0,22068,747351
22069,22069.0,786379.0,22069,747383
22070,22070.0,786415.0,22070,747415
22071,22071.0,786447.0,22071,747446
22072,22072.0,786479.0,22072,747478
22073,22073.0,786513.0,22073,747526
22074,22074.0,786546.0,22074,747558
22075,22075.0,786580.0,22075,747589
22076,22076.0,786614.0,22076,747622
22077,22077.0,786646.0,22077,747655
22078,22078.0,786680.0,22078,747687
22079,22079.0,786713.0,22079,747719
22080,22080.0,786746.0,22080,747751
22081,22081.0,786780.0,22081,747783
22082,22082.0,786813.0,22082,747815
22083,22083.0,786846.0,22083,747847
22084,22084.0,786879.0,22084,747879
22085,22085.0,786912.0,22085,747926
22086,22086.0,786946.0,22086,747959
22087,22087.0,786981.0,22087,747991
22088,22088.0,787013.0,22088,748023
22089,22089.0,787046.0,22089,748055
22090,22090.0,787079.0,22090,748087
22091,22091.0,787114.0,22091,748119
22092,22092.0,787149.0,22092,748151
22093,22093.0,787181.0,22093,748183
22094,22094.0,787214.0,22094,748215
22095,22095.0,787248.0,22095,748247
22096,22096.0,787279.0,22096,748294
22097,22097.0,787313.0,22097,748326
22098,22098.0,787348.0,22098,748359
22099,22099.0,787383.0,22099,748390
22100,22100.0,787416.0,22100,748422
22101,22101.0,787450.0,22101,748455
22102,22102.0,787483.0,22102,748487
22103,22103.0,787517.0,22103,748519
22104,22104.0,787548.0,22104,748551
22105,22105.0,787582.0,22105,748583
22106,22106.0,787613.0,22106,748615
22107,22107.0,787646.0,22107,748661
22108,22108.0,787682.0,22108,748694
22109,22109.0,787717.0,22109,748726
22110,22110.0,787750.0,22110,748759
22111,22111.0,787783.0,22111,748791
22112,22112.0,787816.0,22112,748823
22113,22113.0,787848.0,22113,748855
22114,22114.0,787881.0,22114,748887
22115,22115.0,787916.0,22115,748919
22116,22116.0,787948.0,22116,748951
22117,22117.0,787980.0,22117,748983
22118,22118.0,788014.0,22118,749015
22119,22119.0,788047.0,22119,749063
22120,22120.0,788080.0,22120,749096
22121,22121.0,788114.0,22121,749127
22122,22122.0,788148.0,22122,749159
22123,22123.0,788183.0,22123,749191
22124,22124.0,788216.0,22124,749223
22125,22125.0,788249.0,22125,749255
22126,22126.0,788280.0,22126,749287
22127,22127.0,788313.0,22127,749319
22128,22128.0,788350.0,22128,749351
22129,22129.0,788382.0,22129,749383
22130,22130.0,788416.0,22130,749430
22131,22131.0,788447.0,22131,749462
22132,22132.0,788480.0,22132,749496
22133,22133.0,788513.0,22133,749527
22134,22134.0,788548.0,22134,749559
22135,22135.0,788580.0,22135,749591
22136,22136.0,788617.0,22136,749623
22137,22137.0,788647.0,22137,749655
22138,22138.0,788681.0,22138,749687
22139,22139.0,788714.0,22139,749719
22140,22140.0,788747.0,22140,749751
22141,22141.0,788781.0,22141,749783
22142,22142.0,788813.0,22142,749830
22143,22143.0,788847.0,22143,749863
22144,22144.0,788880.0,22144,749896
22145,22145.0,788914.0,22145,749927
22146,22146.0,788950.0,22146,749959
22147,22147.0,788984.0,22147,749991
22148,22148.0,789017.0,22148,750022
22149,22149.0,789049.0,22149,750055
22150,22150.0,789080.0,22150,750087
22151,22151.0,789114.0,22151,750118
22152,22152.0,789147.0,22152,750151
22153,22153.0,789184.0,22153,750199
22154,22154.0,789217.0,22154,750231
22155,22155.0,789250.0,22155,750263
22156,22156.0,789280.0,22156,750295
22157,22157.0,789314.0,22157,750327
22158,22158.0,789347.0,22158,750359
22159,22159.0,789381.0,22159,750391
22160,22160.0,789414.0,22160,750422
22161,22161.0,789447.0,22161,750454
22162,22162.0,789481.0,22162,750487
22163,22163.0,789514.0,22163,750519
22164,22164.0,789547.0,22164,750551
22165,22165.0,789581.0,22165,750599
22166,22166.0,789614.0,22166,750632
22167,22167.0,789649.0,22167,750663
22168,22168.0,789682.0,22168,750696
22169,22169.0,789715.0,22169,750727
22170,22170.0,789748.0,22170,750759
22171,22171.0,789782.0,22171,750793
22172,22172.0,789815.0,22172,750825
22173,22173.0,789847.0,22173,750858
22174,22174.0,789881.0,22174,750889
22175,22175.0,789914.0,22175,750921
22176,22176.0,789948.0,22176,750969
22177,22177.0,789981.0,22177,751001
22178,22178.0,790018.0,22178,751033
22179,22179.0,790051.0,22179,751065
22180,22180.0,790085.0,22180,751097
22181,22181.0,790119.0,22181,751129
22182,22182.0,790151.0,22182,751162
22183,22183.0,790185.0,22183,751193
22184,22184.0,790218.0,22184,751225
22185,22185.0,790252.0,22185,751257
22186,22186.0,790284.0,22186,751289
22187,22187.0,790317.0,22187,751337
22188,22188.0,790350.0,22188,751369
22189,22189.0,790385.0,22189,751402
22190,22190.0,790418.0,22190,751441
22191,22191.0,790452.0,22191,751462
22192,22192.0,790485.0,22192,751505
22193,22193.0,790518.0,22193,751546
22194,22194.0,790551.0,22194,751576
22195,22195.0,790585.0,22195,751604
22196,22196.0,790618.0,22196,751642
22197,22197.0,790652.0,22197,751663
22198,22198.0,790685.0,22198,751699
22199,22199.0,790717.0,22199,751735
22200,22200.0,790752.0,22200,751767
22201,22201.0,790785.0,22201,751799
22202,22202.0,790818.0,22202,751831
22203,22203.0,790853.0,22203,751862
22204,22204.0,790885.0,22204,751895
22205,22205.0,790919.0,22205,751927
22206,22206.0,790952.0,22206,751959
22207,22207.0,790985.0,22207,751991
22208,22208.0,791019.0,22208,752023
22209,22209.0,791050.0,22209,752055
22210,22210.0,791083.0,22210,752102
22211,22211.0,791117.0,22211,752135
22212,22212.0,791149.0,22212,752167
22213,22213.0,791183.0,22213,752199
22214,22214.0,791219.0,22214,752232
22215,22215.0,791250.0,22215,752264
22216,22216.0,791285.0,22216,752295
22217,22217.0,791319.0,22217,752327
22218,22218.0,791352.0,22218,752359
22219,22219.0,791385.0,22219,752391
22220,22220.0,791417.0,22220,752422
22221,22221.0,791452.0,22221,752455
22222,22222.0,791485.0,22222,752502
22223,22223.0,791518.0,22223,752535
22224,22224.0,791552.0,22224,752567
22225,22225.0,791586.0,22225,752599
22226,22226.0,791619.0,22226,752631
22227,22227.0,791652.0,22227,752663
22228,22228.0,791686.0,22228,752695
22229,22229.0,791721.0,22229,752726
22230,22230.0,791752.0,22230,752758
22231,22231.0,791787.0,22231,752790
22232,22232.0,791817.0,22232,752823
22233,22233.0,791852.0,22233,752870
22234,22234.0,791885.0,22234,752903
22235,22235.0,791918.0,22235,752934
22236,22236.0,791952.0,22236,752967
22237,22237.0,791986.0,22237,752999
22238,22238.0,792019.0,22238,753032
22239,22239.0,792052.0,22239,753064
22240,22240.0,792085.0,22240,753094
22241,22241.0,792119.0,22241,753126
22242,22242.0,792153.0,22242,753159
22243,22243.0,792184.0,22243,753190
22244,22244.0,792220.0,22244,753223
22245,22245.0,792253.0,22245,753270
22246,22246.0,792286.0,22246,753303
22247,22247.0,792319.0,22247,753334
22248,22248.0,792353.0,22248,753367
22249,22249.0,792386.0,22249,753399
22250,22250.0,792419.0,22250,753432
22251,22251.0,792453.0,22251,753463
22252,22252.0,792485.0,22252,753494
22253,22253.0,792519.0,22253,753527
22254,22254.0,792551.0,22254,753559
22255,22255.0,792586.0,22255,753591
22256,22256.0,792620.0,22256,753638
22257,22257.0,792652.0,22257,753671
22258,22258.0,792686.0,22258,753703
22259,22259.0,792719.0,22259,753735
22260,22260.0,792753.0,22260,753766
22261,22261.0,792791.0,22261,753799
22262,22262.0,792824.0,22262,753831
22263,22263.0,792857.0,22263,753864
22264,22264.0,792891.0,22264,753895
22265,22265.0,792924.0,22265,753927
22266,22266.0,792961.0,22266,753959
22267,22267.0,792988.0,22267,754006
22268,22268.0,793021.0,22268,754038
22269,22269.0,793054.0,22269,754070
22270,22270.0,793087.0,22270,754103
22271,22271.0,793120.0,22271,754135
22272,22272.0,793152.0,22272,754167
22273,22273.0,793185.0,22273,754199
22274,22274.0,793217.0,22274,754232
22275,22275.0,793251.0,22275,754263
22276,22276.0,793288.0,22276,754295
22277,22277.0,793319.0,22277,754327
22278,22278.0,793354.0,22278,754358
22279,22279.0,793387.0,22279,754407
22280,22280.0,793420.0,22280,754439
22281,22281.0,793453.0,22281,754470
22282,22282.0,793486.0,22282,754503
22283,22283.0,793520.0,22283,754534
22284,22284.0,793552.0,22284,754567
22285,22285.0,793585.0,22285,754598
22286,22286.0,793618.0,22286,754632
22287,22287.0,793653.0,22287,754663
22288,22288.0,793687.0,22288,754695
22289,22289.0,793718.0,22289,754727
22290,22290.0,793752.0,22290,754775
22291,22291.0,793787.0,22291,754807
22292,22292.0,793820.0,22292,754838
22293,22293.0,793853.0,22293,754870
22294,22294.0,793887.0,22294,754903
22295,22295.0,793919.0,22295,754935
22296,22296.0,793953.0,22296,754967
22297,22297.0,793986.0,22297,754999
22298,22298.0,794020.0,22298,755032
22299,22299.0,794054.0,22299,755063
22300,22300.0,794084.0,22300,755095
22301,22301.0,794122.0,22301,755127
22302,22302.0,794154.0,22302,755175
22303,22303.0,794185.0,22303,755207
22304,22304.0,794219.0,22304,755238
22305,22305.0,794253.0,22305,755271
22306,22306.0,794286.0,22306,755302
22307,22307.0,794319.0,22307,755334
22308,22308.0,794354.0,22308,755365
22309,22309.0,794387.0,22309,755397
22310,22310.0,794420.0,22310,755429
22311,22311.0,794453.0,22311,755462
22312,22312.0,794486.0,22312,755494
22313,22313.0,794520.0,22313,755542
22314,22314.0,794553.0,22314,755574
22315,22315.0,794587.0,22315,755606
22316,22316.0,794621.0,22316,755638
22317,22317.0,794652.0,22317,755670
22318,22318.0,794685.0,22318,755701
22319,22319.0,794720.0,22319,755734
22320,22320.0,794754.0,22320,755766
22321,22321.0,794787.0,22321,755797
22322,22322.0,794820.0,22322,755829
22323,22323.0,794853.0,22323,755862
22324,22324.0,794885.0,22324,755895
22325,22325.0,794920.0,22325,755942
22326,22326.0,794951.0,22326,755974
22327,22327.0,794987.0,22327,756005
22328,22328.0,795021.0,22328,756037
22329,22329.0,795053.0,22329,756069
22330,22330.0,795085.0,22330,756101
22331,22331.0,795117.0,22331,756133
22332,22332.0,795151.0,22332,756165
22333,22333.0,795184.0,22333,756197
22334,22334.0,795217.0,22334,756230
22335,22335.0,795251.0,22335,756262
22336,22336.0,795284.0,22336,756309
22337,22337.0,795318.0,22337,756342
22338,22338.0,795352.0,22338,756374
22339,22339.0,795388.0,22339,756405
22340,22340.0,795420.0,22340,756437
22341,22341.0,795454.0,22341,756469
22342,22342.0,795487.0,22342,756501
22343,22343.0,795519.0,22343,756533
22344,22344.0,795553.0,22344,756565
22345,22345.0,795585.0,22345,756597
22346,22346.0,795617.0,22346,756629
22347,22347.0,795651.0,22347,756678
22348,22348.0,795687.0,22348,756709
22349,22349.0,795721.0,22349,756743
22350,22350.0,795752.0,22350,756774
22351,22351.0,795787.0,22351,756806
22352,22352.0,795821.0,22352,756837
22353,22353.0,795855.0,22353,756870
22354,22354.0,795888.0,22354,756901
22355,22355.0,795921.0,22355,756933
22356,22356.0,795954.0,22356,756965
22357,22357.0,795985.0,22357,756997
22358,22358.0,796019.0,22358,757029
22359,22359.0,796051.0,22359,757077
22360,22360.0,796088.0,22360,757109
22361,22361.0,796123.0,22361,757141
22362,22362.0,796155.0,22362,757173
22363,22363.0,796188.0,22363,757205
22364,22364.0,796221.0,22364,757237
22365,22365.0,796255.0,22365,757269
22366,22366.0,796287.0,22366,757301
22367,22367.0,796320.0,22367,757335
22368,22368.0,796352.0,22368,757366
22369,22369.0,796386.0,22369,757397
22370,22370.0,796421.0,22370,757446
22371,22371.0,796453.0,22371,757478
22372,22372.0,796487.0,22372,757509
22373,22373.0,796519.0,22373,757541
22374,22374.0,796553.0,22374,757573
22375,22375.0,796586.0,22375,757605
22376,22376.0,796618.0,22376,757638
22377,22377.0,796655.0,22377,757669
22378,22378.0,796688.0,22378,757701
22379,22379.0,796719.0,22379,757734
22380,22380.0,796751.0,22380,757765
22381,22381.0,796786.0,22381,757797
22382,22382.0,796820.0,22382,757845
22383,22383.0,796852.0,22383,757878
22384,22384.0,796888.0,22384,757909
22385,22385.0,796921.0,22385,757942
22386,22386.0,796953.0,22386,757974
22387,22387.0,796985.0,22387,758006
22388,22388.0,797022.0,22388,758037
22389,22389.0,797054.0,22389,758069
22390,22390.0,797086.0,22390,758101
22391,22391.0,797121.0,22391,758134
22392,22392.0,797153.0,22392,758166
22393,22393.0,797188.0,22393,758214
22394,22394.0,797221.0,22394,758246
22395,22395.0,797256.0,22395,758278
22396,22396.0,797287.0,22396,758311
22397,22397.0,797321.0,22397,758342
22398,22398.0,797354.0,22398,758373
22399,22399.0,797387.0,22399,758405
22400,22400.0,797420.0,22400,758437
22401,22401.0,797455.0,22401,758469
22402,22402.0,797489.0,22402,758502
22403,22403.0,797522.0,22403,758534
22404,22404.0,797557.0,22404,758566
22405,22405.0,797587.0,22405,758613
22406,22406.0,797620.0,22406,758645
22407,22407.0,797656.0,22407,758678
22408,22408.0,797689.0,22408,758710
22409,22409.0,797722.0,22409,758741
22410,22410.0,797755.0,22410,758773
22411,22411.0,797789.0,22411,758806
22412,22412.0,797821.0,22412,758837
22413,22413.0,797855.0,22413,758870
22414,22414.0,797889.0,22414,758902
22415,22415.0,797922.0,22415,758934
22416,22416.0,797955.0,22416,758981
22417,22417.0,797987.0,22417,759013
22418,22418.0,798021.0,22418,759045
22419,22419.0,798053.0,22419,759078
22420,22420.0,798089.0,22420,759110
22421,22421.0,798122.0,22421,759142
22422,22422.0,798156.0,22422,759174
22423,22423.0,798189.0,22423,759206
22424,22424.0,798220.0,22424,759238
22425,22425.0,798255.0,22425,759270
22426,22426.0,798288.0,22426,759302
22427,22427.0,798323.0,22427,759349
22428,22428.0,798356.0,22428,759381
22429,22429.0,798389.0,22429,759413
22430,22430.0,798421.0,22430,759445
22431,22431.0,798454.0,22431,759477
22432,22432.0,798490.0,22432,759509
22433,22433.0,798522.0,22433,759541
22434,22434.0,798555.0,22434,759573
22435,22435.0,798589.0,22435,759605
22436,22436.0,798623.0,22436,759637
22437,22437.0,798653.0,22437,759669
22438,22438.0,798689.0,22438,759701
22439,22439.0,798723.0,22439,759749
22440,22440.0,798761.0,22440,759781
22441,22441.0,798794.0,22441,759814
22442,22442.0,798827.0,22442,759845
22443,22443.0,798861.0,22443,759878
22444,22444.0,798894.0,22444,759909
22445,22445.0,798927.0,22445,759941
22446,22446.0,798961.0,22446,759974
22447,22447.0,798994.0,22447,760006
22448,22448.0,799027.0,22448,760038
22449,22449.0,799061.0,22449,760070
22450,22450.0,799095.0,22450,760119
22451,22451.0,799127.0,22451,760151
22452,22452.0,799161.0,22452,760182
22453,22453.0,799195.0,22453,760214
22454,22454.0,799227.0,22454,760247
22455,22455.0,799261.0,22455,760278
22456,22456.0,799294.0,22456,760309
22457,22457.0,799327.0,22457,760341
22458,22458.0,799361.0,22458,760374
22459,22459.0,799394.0,22459,760405
22460,22460.0,799428.0,22460,760437
22461,22461.0,799464.0,22461,760469
22462,22462.0,799498.0,22462,760517
22463,22463.0,799534.0,22463,760549
22464,22464.0,799560.0,22464,760581
22465,22465.0,799592.0,22465,760613
22466,22466.0,799625.0,22466,760645
22467,22467.0,799658.0,22467,760678
22468,22468.0,799692.0,22468,760710
22469,22469.0,799724.0,22469,760742
22470,22470.0,799757.0,22470,760774
22471,22471.0,799791.0,22471,760805
22472,22472.0,799824.0,22472,760839
22473,22473.0,799858.0,22473,760885
22474,22474.0,799890.0,22474,760917
22475,22475.0,799924.0,22475,760949
22476,22476.0,799957.0,22476,760981
22477,22477.0,799990.0,22477,761013
22478,22478.0,800025.0,22478,761045
22479,22479.0,800057.0,22479,761077
22480,22480.0,800090.0,22480,761109
22481,22481.0,800123.0,22481,761141
22482,22482.0,800156.0,22482,761173
22483,22483.0,800188.0,22483,761205
22484,22484.0,800221.0,22484,761237
22485,22485.0,800257.0,22485,761285
22486,22486.0,800290.0,22486,761317
22487,22487.0,800324.0,22487,761349
22488,22488.0,800357.0,22488,761382
22489,22489.0,800390.0,22489,761413
22490,22490.0,800424.0,22490,761445
22491,22491.0,800457.0,22491,761478
22492,22492.0,800490.0,22492,761509
22493,22493.0,800524.0,22493,761542
22494,22494.0,800557.0,22494,761573
22495,22495.0,800590.0,22495,761606
22496,22496.0,800624.0,22496,761654
22497,22497.0,800657.0,22497,761686
22498,22498.0,800690.0,22498,761718
22499,22499.0,800723.0,22499,761751
22500,22500.0,800756.0,22500,761783
22501,22501.0,800791.0,22501,761815
22502,22502.0,800824.0,22502,761847
22503,22503.0,800857.0,22503,761879
22504,22504.0,800891.0,22504,761910
22505,22505.0,800924.0,22505,761942
22506,22506.0,800955.0,22506,761974
22507,22507.0,800988.0,22507,762022
22508,22508.0,801022.0,22508,762053
22509,22509.0,801056.0,22509,762086
22510,22510.0,801089.0,22510,762118
22511,22511.0,801124.0,22511,762149
22512,22512.0,801156.0,22512,762181
22513,22513.0,801189.0,22513,762213
22514,22514.0,801224.0,22514,762246
22515,22515.0,801258.0,22515,762278
22516,22516.0,801291.0,22516,762310
22517,22517.0,801324.0,22517,762342
22518,22518.0,801358.0,22518,762374
22519,22519.0,801391.0,22519,762423
22520,22520.0,801424.0,22520,762454
22521,22521.0,801458.0,22521,762486
22522,22522.0,801491.0,22522,762517
22523,22523.0,801524.0,22523,762550
22524,22524.0,801558.0,22524,762583
22525,22525.0,801590.0,22525,762615
22526,22526.0,801622.0,22526,762647
22527,22527.0,801658.0,22527,762678
22528,22528.0,801690.0,22528,762710
22529,22529.0,801721.0,22529,762742
22530,22530.0,801758.0,22530,762789
22531,22531.0,801790.0,22531,762821
22532,22532.0,801824.0,22532,762853
22533,22533.0,801858.0,22533,762886
22534,22534.0,801891.0,22534,762918
22535,22535.0,801923.0,22535,762950
22536,22536.0,801955.0,22536,762982
22537,22537.0,801989.0,22537,763013
22538,22538.0,802024.0,22538,763045
22539,22539.0,802058.0,22539,763078
22540,22540.0,802091.0,22540,763111
22541,22541.0,802126.0,22541,763143
22542,22542.0,802158.0,22542,763190
22543,22543.0,802191.0,22543,763221
22544,22544.0,802224.0,22544,763253
22545,22545.0,802258.0,22545,763285
22546,22546.0,802288.0,22546,763317
22547,22547.0,802322.0,22547,763349
22548,22548.0,802357.0,22548,763381
22549,22549.0,802388.0,22549,763413
22550,22550.0,802422.0,22550,763445
22551,22551.0,802457.0,22551,763477
22552,22552.0,802489.0,22552,763510
22553,22553.0,802521.0,22553,763557
22554,22554.0,802555.0,22554,763589
22555,22555.0,802588.0,22555,763622
22556,22556.0,802622.0,22556,763653
22557,22557.0,802655.0,22557,763686
22558,22558.0,802688.0,22558,763717
22559,22559.0,802722.0,22559,763750
22560,22560.0,802755.0,22560,763783
22561,22561.0,802789.0,22561,763815
22562,22562.0,802822.0,22562,763846
22563,22563.0,802855.0,22563,763878
22564,22564.0,802888.0,22564,763910
22565,22565.0,802922.0,22565,763957
22566,22566.0,802955.0,22566,763990
22567,22567.0,802988.0,22567,764022
